3518168,0,1383,0,1,0,1,0,0
1962861,0,2492,0,1,0,1,0,0
3559333,0,1375,0,1,0,1,0,0
4337849,0,2161,0,1,0,1,0,0
1164011,0,3247,0,1,0,1,0,0
3934106,0,1048,0,1,0,1,0,0
3559396,0,1387,0,1,0,1,0,0
4171931,0,1028,0,1,0,1,0,0
3934192,0,1033,0,1,1,1,0,0
2700906,0,1788,0,1,1,1,0,0
4890334,0,1430,0,1,0,1,0,0
3518166,0,1381,0,1,0,1,0,0
3559336,0,1395,0,1,0,1,0,0
4171940,0,1046,0,1,0,1,0,0
4890330,0,1430,0,1,0,1,0,0
3518185,0,1392,0,1,0,1,0,0
3558582,0,1796,0,1,1,1,0,0
759351,0,3598,0,1,1,1,0,0
2977986,0,1770,0,1,1,1,0,0
3934125,0,1027,0,1,1,1,0,0
3518188,0,1380,0,1,0,1,0,0
4156148,0,1036,0,1,0,1,0,0
1470818,0,2882,0,1,0,1,0,0
3518198,0,1400,0,1,0,1,0,0
1699366,0,2525,0,1,0,1,0,0
3518439,0,1397,0,1,0,1,0,0
3612575,0,1418,0,1,1,1,0,0
1252131,0,2875,0,1,0,1,0,0
1599368,0,3257,0,1,0,1,0,0
3934162,0,1035,0,1,1,1,0,0
3518192,0,1398,0,1,0,1,0,0
1949069,0,2502,0,1,1,1,0,0
3612600,0,1417,0,1,0,1,0,0
4154396,0,1034,0,1,0,1,0,0
3518418,0,1404,0,1,0,1,0,0
425263,0,3976,0,1,1,1,0,0
4154370,0,1034,0,1,0,1,0,0
4171941,0,1029,0,1,0,1,0,0
3518221,0,1408,0,1,0,1,0,0
3573663,0,2526,0,1,0,1,0,0
2933369,0,1784,0,1,0,1,0,0
3518432,0,1388,0,1,0,1,0,0
4156144,0,1031,0,1,0,1,0,0
4156150,0,1041,0,1,0,1,0,0
3612570,0,1419,0,1,0,1,0,0
1470810,0,2883,0,1,0,1,0,0
1917698,0,2511,0,1,0,1,0,0
1962863,0,2492,0,1,0,1,0,0
2450720,0,2891,0,1,0,1,0,0
1663178,0,2530,0,1,0,1,0,0
3518171,0,1391,0,1,0,1,0,0
4156173,0,1037,0,1,0,1,0,0
3934199,0,1030,0,1,1,1,0,0
3612591,0,1415,0,1,1,1,0,0
3559372,0,1392,0,1,0,1,0,0
3518204,0,1404,0,1,1,1,0,0
3518454,0,1405,0,1,0,1,0,0
4156156,0,1026,0,1,1,1,0,0
1925613,0,2496,0,1,1,1,0,0
1917968,0,2494,0,1,1,1,0,0
3934167,0,1044,0,1,0,1,0,0
4156176,0,1039,0,1,0,1,0,0
4154381,0,1033,0,1,0,1,0,0
728965,0,3603,0,1,1,1,0,0
3934147,0,1022,0,1,1,1,0,0
3934157,0,1022,0,1,1,1,0,0
3518223,0,1383,0,1,2,1,0,0
4156158,0,1041,0,1,0,1,0,0
2989175,0,2526,0,1,0,1,0,0
4154375,0,1034,0,1,0,1,0,0
3579138,0,3622,0,1,0,1,0,0
1220859,0,2881,0,1,3,1,0,0
4154382,0,1042,0,1,0,1,0,0
3518437,0,1405,0,1,0,1,0,0
3934190,0,1029,0,1,1,1,0,0
4171945,0,1038,0,1,0,1,0,0
1772444,0,2487,0,1,0,1,0,0
1443996,0,2883,0,1,0,1,0,0
4156177,0,1027,0,1,0,1,0,0
4171933,0,1034,0,1,0,1,0,0
4171930,0,1046,0,1,0,1,0,0
922826,0,3261,0,1,1,1,0,0
4154364,0,1037,0,1,0,1,0,0
2982662,0,1769,0,1,1,1,0,0
4154338,0,1034,0,1,0,1,0,0
1911786,0,2496,0,1,0,1,0,0
3934169,0,1022,0,1,1,1,0,0
1342569,0,2852,0,1,1,1,0,0
3934110,0,1021,0,1,1,1,0,0
4156191,0,1029,0,1,0,1,0,0
4171928,0,1042,0,1,0,1,0,0
3934151,0,1025,0,1,0,1,0,0
3559377,0,1407,0,1,0,1,0,0
2330118,0,2150,0,1,3,1,0,0
3518474,0,1407,0,1,0,1,0,0
3612566,0,1416,0,1,1,1,0,0
4890326,0,1430,0,1,0,1,0,0
3934161,0,1021,0,1,1,1,0,0
3559367,0,1395,0,1,3,1,0,0
3934121,0,1020,0,1,1,1,0,0
3518142,0,1399,0,1,1,1,0,0
2982661,0,1780,0,1,1,1,0,0
1176880,0,2891,0,1,3,1,0,0
1942394,0,2512,0,1,0,1,0,0
3559395,0,1439,0,1,0,1,0,0
2700871,0,1784,0,1,1,1,0,0
3612569,0,1415,0,1,0,1,0,0
3934096,0,1035,0,1,0,1,0,0
4255953,0,1796,0,1,0,1,0,0
1599369,0,3257,0,1,0,1,0,0
3518151,0,1396,0,1,0,1,0,0
3612567,0,1414,0,1,0,1,0,0
3559375,0,1396,0,1,0,1,0,0
3518219,0,1410,0,1,0,1,0,0
4171926,0,1043,0,1,0,1,0,0
4171938,0,1047,0,1,1,1,0,0
4218884,0,1018,0,1,1,1,0,0
979987,0,3260,0,1,3,1,0,0
1319930,0,2870,0,1,0,1,0,0
2178763,0,2153,0,1,0,1,0,0
3518145,0,1387,0,1,0,1,0,0
433062,0,3974,0,1,0,1,0,0
3518189,0,1390,0,1,0,1,0,0
4156195,0,1027,0,1,0,1,0,0
4171942,0,1030,0,1,0,1,0,0
1198455,0,2876,0,1,0,1,0,0
1470814,0,2873,0,1,0,1,0,0
4171943,0,1030,0,1,0,1,0,0
3518450,0,1421,0,1,0,1,0,0
3518195,0,1396,0,1,0,1,0,0
4171929,0,1034,0,1,0,1,0,0
3934175,0,1033,0,1,1,1,0,0
3934132,0,1032,0,1,1,1,0,0
1909181,0,2494,0,1,1,1,0,0
3934100,0,1033,0,1,1,1,0,0
302511,0,4354,0,1,1,1,0,0
1925658,0,2493,0,1,1,1,0,0
1713574,0,2542,0,1,1,1,0,0
3934144,0,1020,0,1,1,1,0,0
3518139,0,1406,0,1,1,1,0,0
3934176,0,1036,0,1,1,1,0,0
4154339,0,1036,0,1,1,1,0,0
1778334,0,2527,0,1,1,1,0,0
3934107,0,1014,0,1,1,1,0,0
1925662,0,2470,0,1,1,1,0,0
1373205,0,2843,0,1,1,1,0,0
175774,0,4709,0,1,1,1,0,0
2700918,0,1789,0,1,1,1,0,0
2675807,0,2526,0,1,1,1,0,0
1771690,0,2519,0,1,1,1,0,0
3934122,0,1037,0,1,1,1,0,0
2390961,0,2135,0,1,1,1,0,0
4171939,0,1044,0,1,1,1,0,0
2700922,0,1777,0,1,1,1,0,0
1964547,0,2511,0,1,1,1,0,0
3934193,0,1036,0,1,1,1,0,0
1212029,0,2885,0,1,1,1,0,0
3934145,0,1032,0,1,1,1,0,0
2700900,0,1770,0,1,1,1,0,0
3934129,0,1028,0,1,1,1,0,0
1917699,0,2523,0,1,1,1,0,0
3934187,0,1017,0,1,1,1,0,0
3934113,0,1032,0,1,1,1,0,0
3934128,0,1027,0,1,1,1,0,0
3559355,0,1390,0,1,2,1,0,0
3518173,0,1361,0,1,2,1,0,0
752207,0,3591,0,1,2,1,0,0
7376332,0,1065,0,1,2,1,0,0
3518226,0,1395,0,1,2,1,0,0
873758,0,3240,0,1,2,1,0,0
2077631,0,2157,0,1,3,1,0,0
2982638,0,1778,0,1,3,1,0,0
1599367,0,3257,0,1,3,1,0,0
3046073,0,2526,0,1,3,1,0,0
2982677,0,1790,0,1,3,1,0,0
1876014,0,2489,0,1,3,1,0,0
3934104,0,1015,0,1,3,1,0,0
3934189,0,1035,0,1,3,1,0,0
2985422,0,1763,0,1,3,1,0,0
1551280,0,2545,0,1,3,1,0,0
2982636,0,1790,0,1,3,1,0,0
1296275,0,2896,0,1,3,1,0,0
3934136,0,1019,0,1,3,1,0,0
3559387,0,1350,0,1,3,1,0,0
1505346,0,2869,0,1,3,1,0,0
3004787,0,1781,0,1,3,1,0,0
2077633,0,2154,0,1,3,1,0,0
3559351,0,1412,0,1,3,1,0,0
3004790,0,1770,0,1,3,1,0,0
1916910,0,3246,0,1,3,1,0,0
3934150,0,1036,0,1,3,1,0,0
1176864,0,2891,0,1,3,1,0,0
3004785,0,1783,0,1,3,1,0,0
3934101,0,1025,0,1,3,1,0,0
2982658,0,1792,0,1,3,1,0,0
1011172,0,3249,0,1,3,1,0,0
1795488,0,2496,0,1,3,1,0,0
3934184,0,1025,0,1,3,1,0,0
1288068,0,2870,0,1,3,1,0,0
2982676,0,1799,0,1,3,1,0,0
3559352,0,1408,0,1,3,1,0,0
3559358,0,1408,0,1,3,1,0,0
2982639,0,1763,0,1,3,1,0,0
3934196,0,1021,0,1,3,1,0,0
2982652,0,1783,0,1,3,1,0,0
1697329,0,2511,0,1,3,1,0,0
3934177,0,1028,0,1,3,1,0,0
2390970,0,2122,0,1,3,1,0,0
2978587,0,1791,0,1,3,1,0,0
1182624,0,2887,0,1,3,1,0,0
2051739,0,2143,0,1,3,1,0,0
3934149,0,1038,0,1,3,1,0,0
1949065,0,2499,0,1,3,1,0,0
3048107,0,2161,0,1,3,1,0,0
1551306,0,2533,0,1,3,1,0,0
1703009,0,2530,0,1,3,1,0,0
1336176,0,2871,0,1,3,1,0,0
1849857,0,2502,0,1,3,1,0,0
3612592,0,1398,0,1,3,1,0,0
1581632,0,2536,0,1,3,1,0,0
891321,0,3274,0,1,0,1,0,0
4171935,0,1045,0,1,0,1,0,0
1713577,0,2531,0,1,0,1,0,0
3518162,0,1402,0,1,0,1,0,0
3934160,0,1022,0,1,0,1,0,0
4154401,0,1041,0,1,0,1,0,0
3621102,0,1796,0,1,0,1,0,0
373003,0,3988,0,1,0,1,0,0
4171925,0,1044,0,1,0,1,0,0
913308,0,3246,0,1,0,1,0,0
1320470,0,2876,0,1,0,1,0,0
4171937,0,1019,0,1,0,1,0,0
1772438,0,2489,0,1,0,1,0,0
4171934,0,1030,0,1,0,1,0,0
3518440,0,1406,0,1,0,1,0,0
1617009,0,2519,0,1,0,1,0,0
4235586,0,1430,0,1,0,1,0,0
3612589,0,1424,0,1,0,1,0,0
3559343,0,1413,0,1,0,1,0,0
2700885,0,1781,0,1,1,1,0,0
3518190,0,1401,0,1,0,1,0,0
4156194,0,1013,0,1,0,1,0,0
4916972,0,657,0,1,1,1,0,0
4916979,0,652,0,1,1,1,0,0
4890359,0,680,0,1,0,1,0,0
4890365,0,675,0,1,0,1,0,0
4674332,0,669,0,1,3,1,0,0
4843005,0,670,0,1,1,1,0,0
4874670,0,690,0,1,3,1,0,0
4890558,0,660,0,1,0,1,0,0
4874727,0,675,0,1,0,1,0,0
4874687,0,685,0,1,3,1,0,0
4874750,0,664,0,1,3,1,0,0
4965946,0,667,0,1,3,1,0,0
4916977,0,655,0,1,1,1,0,0
4965941,0,693,0,1,0,1,0,0
4454940,0,675,0,1,1,1,0,0
4916962,0,663,0,1,1,1,0,0
7376339,0,700,0,1,0,1,0,0
4916961,0,665,0,1,2,1,0,0
4874665,0,690,0,1,0,1,0,0
4916981,0,651,0,1,1,1,0,0
5991946,0,681,0,1,1,1,0,0
4916960,0,665,0,1,2,1,0,0
4874742,0,670,0,1,0,1,0,0
4874753,0,664,0,1,1,1,0,0
4874714,0,680,0,1,1,1,0,0
4874754,0,662,0,1,3,1,0,0
4874751,0,664,0,1,1,1,0,0
4674348,0,663,0,1,1,1,0,0
4874667,0,690,0,1,1,1,0,0
4874692,0,683,0,1,0,1,0,0
4874657,0,692,0,1,1,1,0,0
4497711,0,679,0,1,1,1,0,0
4874719,0,677,0,1,3,1,0,0
4874703,0,680,0,1,1,1,0,0
4874724,0,676,0,1,1,1,0,0
7376343,0,700,0,1,0,1,0,0
4966180,0,669,0,1,1,1,0,0
4874646,0,694,0,1,1,1,0,0
4874758,0,658,0,1,0,1,0,0
4874652,0,693,0,1,1,1,0,0
4916966,0,660,0,1,2,1,0,0
7376342,0,700,0,1,0,1,0,0
4874649,0,694,0,1,0,1,0,0
4965945,0,676,0,1,0,1,0,0
4916968,0,659,0,1,1,1,0,0
4965947,0,665,0,1,1,1,0,0
4916963,0,662,0,1,1,1,0,0
4843007,0,670,0,1,1,1,0,0
4674349,0,662,0,1,1,1,0,0
4578747,0,674,0,1,2,1,0,0
4916964,0,662,0,1,1,1,0,0
4843004,0,671,0,1,1,1,0,0
4916965,0,661,0,1,1,1,0,0
4916978,0,655,0,1,1,1,0,0
4965944,0,685,0,1,3,1,0,0
4874704,0,680,0,1,1,1,0,0
4916970,0,657,0,1,1,1,0,0
4874684,0,685,0,1,0,1,0,0
4843006,0,670,0,1,1,1,0,0
4874685,0,685,0,1,3,1,0,0
4454941,0,675,0,1,1,1,0,0
4916973,0,657,0,1,2,1,0,0
4674328,0,671,0,1,1,1,0,0
4674341,0,666,0,1,1,1,0,0
4916967,0,660,0,1,2,1,0,0
4578748,0,674,0,1,2,1,0,0
4916975,0,657,0,1,1,1,0,0
4916985,0,641,0,1,1,1,0,0
4916971,0,657,0,1,1,1,0,0
4890362,0,675,0,1,1,1,0,0
4848136,0,668,0,1,0,1,0,0
4916974,0,657,0,1,1,1,0,0
4916969,0,659,0,1,1,1,0,0
4916982,0,651,0,1,1,1,0,0
4674359,0,658,0,1,1,1,0,0
4916980,0,652,0,1,1,1,0,0
4674342,0,666,0,1,1,1,0,0
4843008,0,669,0,1,1,1,0,0
